,Sample.id,lat,lon,ai_et0,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,contrast,correlation,cv,dem,dissimilarity,eastness,entropy,evaporation,evenness,EVImax,EVImean,Gppmax,Gppmean,homogeneity,maximum,ref,ref_2,ref_3,ref_4,ref_5,ref_6,ref_7,NDVImax,NDVImean,northness,Nppmax,Nppmean,ocs,range,shannon,simpson,std,uniformity,variance,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bdod2_1,bdod2_2,cec2_1,cec2_2,cfvo2_1,cfvo2_2,clay2_1,clay2_2,nitrogen2_1,nitrogen2_2,ocd2_1,ocd2_2,phh2o2_1,phh2o2_2,sand2_1,sand2_2,silt2_1,silt2_2,soc2_1,soc2_2,shannon_species,shannon_genus,shannon_family,ece,esp,biome,X.y,JGI.id,Type,Lat,Lon,Size.bp.,Continent,Biome,Data.Contributor,Library.Instrument,Library.Strategy,Library.Source,Library.Selection,Library.Layout,Library.Construction.protocol,JGI.Library.Instrument
1313,SRR7013000,38.9355,-106.9424,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,3.215374976,3.062951214,2.797014704,-0.12436158,-0.842274,Wetland,1333,3300023058,Public,38.9355,-106.9424,51068608,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1314,SRR7013837,50.28,-107.8,-0.5247553,-0.20510279,0.5714266,-0.61941236,0.34506038,1.2411053,-1.1535125,0.55082625,-0.593271,4.0441356,0.48620802,1.9092947,1.3117731,3.5945604,1.8827658,0.9418302,-0.27676308,0.5914578,0.27033457,0.20352623,-0.18834369,NA,-1.4665017,-0.73518455,-0.50011456,-0.35931355,-0.48783183,-0.47659242,-0.24162693,-0.028349685,-0.109750465,1.5912439,-0.020946518,-0.4253769,1.6702418,NA,-0.28448206,3.3514092,1.2632587,0.8394513,3.9365103,-0.5737515,4.830896,0.33599547,0.71356326,-0.32673895,0.55541134,0.5423503,0.091617145,0.7825091,0.56479114,-0.22910386,0.49688792,0.12916636,-0.24224162,-0.15232259,-0.0518386,-0.33836758,-0.20232879,-0.036459025,0.11588163,-0.30462322,-0.14098567,0.09852013,-0.681094,-0.61433405,-1.1981372,-1.2868932,-0.42270744,-0.30870336,-0.5281689,-0.52195686,-0.45698896,-0.49598643,-0.2226858,-0.18831974,-1.1227484,-1.1415033,0.40280622,0.34782323,-0.6007931,-0.573397,4.138138882,3.887138232,3.363900988,-0.28337464,0.4338187,Artificial Surfaces,1334,NA,Public,50.28,-107.8,90062108,North America,Agricultural Land,NA,Illumina HiSeq 2500,WGS,METAGENOMIC,size fractionation,PAIRED,NA,NA
1315,SRR7013838,50.28,-107.8,-0.5247553,-0.20510279,0.5714266,-0.61941236,0.34506038,1.2411053,-1.1535125,0.55082625,-0.593271,4.0441356,0.48620802,1.9092947,1.3117731,3.5945604,1.8827658,0.9418302,-0.27676308,0.5914578,0.27033457,0.20352623,-0.18834369,NA,-1.4665017,-0.73518455,-0.50011456,-0.35931355,-0.48783183,-0.47659242,-0.24162693,-0.028349685,-0.109750465,1.5912439,-0.020946518,-0.4253769,1.6702418,NA,-0.28448206,3.3514092,1.2632587,0.8394513,3.9365103,-0.5737515,4.830896,0.33599547,0.71356326,-0.32673895,0.55541134,0.5423503,0.091617145,0.7825091,0.56479114,-0.22910386,0.49688792,0.12916636,-0.24224162,-0.15232259,-0.0518386,-0.33836758,-0.20232879,-0.036459025,0.11588163,-0.30462322,-0.14098567,0.09852013,-0.681094,-0.61433405,-1.1981372,-1.2868932,-0.42270744,-0.30870336,-0.5281689,-0.52195686,-0.45698896,-0.49598643,-0.2226858,-0.18831974,-1.1227484,-1.1415033,0.40280622,0.34782323,-0.6007931,-0.573397,4.030407663,3.697937066,3.186065668,-0.28337464,0.4338187,Artificial Surfaces,1335,NA,Public,50.28,-107.8,103267544,North America,Agricultural Land,NA,Illumina HiSeq 2500,WGS,METAGENOMIC,size fractionation,PAIRED,NA,NA
1316,SRR7013839,50.28,-107.8,-0.5247553,-0.20510279,0.5714266,-0.61941236,0.34506038,1.2411053,-1.1535125,0.55082625,-0.593271,4.0441356,0.48620802,1.9092947,1.3117731,3.5945604,1.8827658,0.9418302,-0.27676308,0.5914578,0.27033457,0.20352623,-0.18834369,NA,-1.4665017,-0.73518455,-0.50011456,-0.35931355,-0.48783183,-0.47659242,-0.24162693,-0.028349685,-0.109750465,1.5912439,-0.020946518,-0.4253769,1.6702418,NA,-0.28448206,3.3514092,1.2632587,0.8394513,3.9365103,-0.5737515,4.830896,0.33599547,0.71356326,-0.32673895,0.55541134,0.5423503,0.091617145,0.7825091,0.56479114,-0.22910386,0.49688792,0.12916636,-0.24224162,-0.15232259,-0.0518386,-0.33836758,-0.20232879,-0.036459025,0.11588163,-0.30462322,-0.14098567,0.09852013,-0.681094,-0.61433405,-1.1981372,-1.2868932,-0.42270744,-0.30870336,-0.5281689,-0.52195686,-0.45698896,-0.49598643,-0.2226858,-0.18831974,-1.1227484,-1.1415033,0.40280622,0.34782323,-0.6007931,-0.573397,3.000613786,2.868791529,2.425441659,-0.28337464,0.4338187,Artificial Surfaces,1336,NA,Public,50.28,-107.8,66356482,North America,Agricultural Land,NA,Illumina HiSeq 2500,WGS,METAGENOMIC,size fractionation,PAIRED,NA,NA
1317,SRR7013844,50.28,-107.8,-0.5247553,-0.20510279,0.5714266,-0.61941236,0.34506038,1.2411053,-1.1535125,0.55082625,-0.593271,4.0441356,0.48620802,1.9092947,1.3117731,3.5945604,1.8827658,0.9418302,-0.27676308,0.5914578,0.27033457,0.20352623,-0.18834369,NA,-1.4665017,-0.73518455,-0.50011456,-0.35931355,-0.48783183,-0.47659242,-0.24162693,-0.028349685,-0.109750465,1.5912439,-0.020946518,-0.4253769,1.6702418,NA,-0.28448206,3.3514092,1.2632587,0.8394513,3.9365103,-0.5737515,4.830896,0.33599547,0.71356326,-0.32673895,0.55541134,0.5423503,0.091617145,0.7825091,0.56479114,-0.22910386,0.49688792,0.12916636,-0.24224162,-0.15232259,-0.0518386,-0.33836758,-0.20232879,-0.036459025,0.11588163,-0.30462322,-0.14098567,0.09852013,-0.681094,-0.61433405,-1.1981372,-1.2868932,-0.42270744,-0.30870336,-0.5281689,-0.52195686,-0.45698896,-0.49598643,-0.2226858,-0.18831974,-1.1227484,-1.1415033,0.40280622,0.34782323,-0.6007931,-0.573397,3.909042035,3.640518919,3.145600406,-0.28337464,0.4338187,Artificial Surfaces,1337,NA,Public,50.28,-107.8,107388918,North America,Agricultural Land,NA,Illumina HiSeq 2500,WGS,METAGENOMIC,size fractionation,PAIRED,NA,NA
1318,SRR7015784,38.9362,-106.9425,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,3.816320363,3.508251986,3.089580348,-0.12436158,-0.842274,Wetland,1338,3300019999,Public,38.9362,-106.9425,46419404,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1319,SRR7015785,38.9362,-106.9425,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,3.734658148,3.401443407,3.01256977,-0.12436158,-0.842274,Wetland,1339,3300019999,Public,38.9362,-106.9425,39979084,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1320,SRR7015786,38.9354,-106.9424,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,3.362468315,3.232866895,2.990400787,-0.12436158,-0.842274,Wetland,1340,3300019868,Public,38.9354,-106.9424,54589206,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1321,SRR7015787,38.9354,-106.9424,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,3.26189214,3.143281169,2.866563935,-0.12436158,-0.842274,Wetland,1341,3300019868,Public,38.9354,-106.9424,49564328,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1322,SRR7015886,38.9365,-106.9428,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,4.194432961,3.265017943,3.188221801,-0.12436158,-0.842274,Wetland,1342,3300020061,Public,38.9365,-106.9428,55802496,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1323,SRR7015887,38.9365,-106.9428,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,4.183679511,3.265589128,3.171590342,-0.12436158,-0.842274,Wetland,1343,3300020061,Public,38.9365,-106.9428,52994594,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1324,SRR7015888,38.9355,-106.9424,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,3.565273399,3.407420297,2.972544921,-0.12436158,-0.842274,Wetland,1344,3300019878,Public,38.9355,-106.9424,49741658,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1325,SRR7015889,38.9355,-106.9424,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,3.639299135,3.480604951,3.042238993,-0.12436158,-0.842274,Wetland,1345,3300019878,Public,38.9355,-106.9424,47181774,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1326,SRR7015890,38.9365,-106.9428,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,4.385805475,3.220195416,3.152507183,-0.12436158,-0.842274,Wetland,1346,3300020060,Public,38.9365,-106.9428,46514596,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1327,SRR7015891,38.9365,-106.9428,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,4.391697846,3.205803259,3.139058789,-0.12436158,-0.842274,Wetland,1347,3300020060,Public,38.9365,-106.9428,52423388,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1328,SRR7015892,38.987,-107.0038,-0.4256862,0.2569436,0.4773479,0.02188844,-0.30255276,-0.15386154,1.039219,0.46948197,0.02476959,0.80255723,-0.2076255,0.26657507,6.174219,1.1270161,1.3424445,0.8265834,-0.25058407,0.4554346,0.5985619,0.007776828,-0.3133119,-0.407315,-0.86329746,-0.66316766,-0.43539804,-0.36374938,-0.39525303,-0.4124018,-0.5879143,-0.5890181,-0.553488,2.379278,0.026542872,-0.772072,1.2789949,-0.2972023,0.4926595,1.2291063,0.93834126,0.6891652,1.2237233,-0.54338765,0.9357713,0.17564812,2.2964604,0.3473259,0.009188576,0.36165237,-0.005549855,0.6662728,0.41456264,0.38670552,0.18346725,0.12841104,-0.08151948,-0.39394492,0.5525856,-1.3495044,-0.34125355,0.5104834,-0.12229813,0.113061,0.061312146,-0.091249175,0.33080178,-0.099059425,0.5442922,0.65195566,-0.2832861,-0.22118567,0.91766065,-0.10789417,0.27911454,0.04451029,-0.47492677,-0.48826706,-0.32498613,-0.3452678,0.75345665,0.7432605,1.2502266,0.05825175,3.100686186,2.826485183,2.131181342,-0.17759481,-0.82987386,Wetland,1348,3300019879,Public,38.987,-107.0038,47275982,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1329,SRR7015893,38.987,-107.0038,-0.4256862,0.2569436,0.4773479,0.02188844,-0.30255276,-0.15386154,1.039219,0.46948197,0.02476959,0.80255723,-0.2076255,0.26657507,6.174219,1.1270161,1.3424445,0.8265834,-0.25058407,0.4554346,0.5985619,0.007776828,-0.3133119,-0.407315,-0.86329746,-0.66316766,-0.43539804,-0.36374938,-0.39525303,-0.4124018,-0.5879143,-0.5890181,-0.553488,2.379278,0.026542872,-0.772072,1.2789949,-0.2972023,0.4926595,1.2291063,0.93834126,0.6891652,1.2237233,-0.54338765,0.9357713,0.17564812,2.2964604,0.3473259,0.009188576,0.36165237,-0.005549855,0.6662728,0.41456264,0.38670552,0.18346725,0.12841104,-0.08151948,-0.39394492,0.5525856,-1.3495044,-0.34125355,0.5104834,-0.12229813,0.113061,0.061312146,-0.091249175,0.33080178,-0.099059425,0.5442922,0.65195566,-0.2832861,-0.22118567,0.91766065,-0.10789417,0.27911454,0.04451029,-0.47492677,-0.48826706,-0.32498613,-0.3452678,0.75345665,0.7432605,1.2502266,0.05825175,3.197112536,2.930194283,2.192942855,-0.17759481,-0.82987386,Wetland,1349,3300019879,Public,38.987,-107.0038,53253496,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1330,SRR7015916,38.9354,-106.9424,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,3.558376172,3.39327292,3.021198586,-0.12436158,-0.842274,Wetland,1350,3300020018,Public,38.9354,-106.9424,51700002,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
1331,SRR7015917,38.9354,-106.9424,-0.4185652,0.25875565,0.46957374,0.027375558,-0.30895877,-0.9815993,1.0384387,0.4614578,0.011941978,0.2766526,-0.11124254,-0.03723487,6.1736975,0.83347166,-2.0263317,0.85693944,-0.22781973,0.48587853,1.0335033,-0.007775054,-0.5253364,-0.71821815,-1.014577,-0.6868108,0.024758605,0.24683732,-0.03532152,0.00120308,0.27775064,-0.011770834,-0.18100053,2.3490367,-0.16320008,-2.6974041,0.6687141,NA,0.5282374,0.8734131,0.8358929,0.6744709,0.6493135,-0.5520196,0.26212388,0.19597837,2.485209,0.38592723,0.051406693,0.38071588,-0.015746158,0.7228631,0.41274637,0.4237198,0.21000153,0.13137014,-0.056505155,-0.3904465,0.5432732,-1.3320774,-0.33873552,0.5026962,-0.1297095,0.1698541,0.2516841,0.22172397,0.21578059,-0.10798759,0.57683814,0.6965718,0.2856739,0.3793559,0.59277076,0.15844652,0.36326432,0.35473678,-0.11269824,-0.105270915,-1.0384382,-1.0687537,1.2620369,1.2313402,0.7808553,0.018007528,3.566443939,3.414531133,3.086012037,-0.12436158,-0.842274,Wetland,1351,3300020018,Public,38.9354,-106.9424,57192664,North America,Wetland,Jill Banfield,Illumina HiSeq 2500,WGS,METAGENOMIC,RANDOM,PAIRED,Regular (DNA),Illumina HiSeq 2500-1TB
